role,lifecycle:transition,event,completeTime,case:REG_DATE,case,case:AMOUNT_REQ
11181,COMPLETE,O_CANCELLED,2011-11-07 20:58:46,2011-11-06 09:59:28.491000+01:00,182542,5000
11181,COMPLETE,O_SELECTED,2011-11-07 20:58:46,2011-11-06 09:59:28.491000+01:00,182542,5000
11181,COMPLETE,O_CREATED,2011-11-07 20:58:47,2011-11-06 09:59:28.491000+01:00,182542,5000
11181,COMPLETE,O_SENT,2011-11-07 20:58:47,2011-11-06 09:59:28.491000+01:00,182542,5000
11180,COMPLETE,O_CANCELLED,2011-11-24 17:14:23,2011-11-06 09:59:28.491000+01:00,182542,5000
11169,COMPLETE,O_SELECTED,2011-11-07 19:18:30,2011-11-06 11:27:21.671000+01:00,182548,15000
11169,COMPLETE,O_CREATED,2011-11-07 19:18:32,2011-11-06 11:27:21.671000+01:00,182548,15000
11169,COMPLETE,O_SENT,2011-11-07 19:18:32,2011-11-06 11:27:21.671000+01:00,182548,15000
11181,COMPLETE,O_CANCELLED,2011-11-15 20:14:29,2011-11-06 11:27:21.671000+01:00,182548,15000
11181,COMPLETE,O_SELECTED,2011-11-15 20:14:29,2011-11-06 11:27:21.671000+01:00,182548,15000
11181,COMPLETE,O_CREATED,2011-11-15 20:14:31,2011-11-06 11:27:21.671000+01:00,182548,15000
11181,COMPLETE,O_SENT,2011-11-15 20:14:31,2011-11-06 11:27:21.671000+01:00,182548,15000
10899,COMPLETE,O_SENT_BACK,2011-11-22 11:36:33,2011-11-06 11:27:21.671000+01:00,182548,15000
10972,COMPLETE,O_ACCEPTED,2011-12-01 08:39:01,2011-11-06 11:27:21.671000+01:00,182548,15000
11200,COMPLETE,O_SELECTED,2011-11-07 13:54:59,2011-11-06 11:37:26.684000+01:00,182551,5000
11200,COMPLETE,O_CREATED,2011-11-07 13:55:00,2011-11-06 11:37:26.684000+01:00,182551,5000
11200,COMPLETE,O_SENT,2011-11-07 13:55:00,2011-11-06 11:37:26.684000+01:00,182551,5000
11029,COMPLETE,O_SENT_BACK,2011-11-17 09:43:31,2011-11-06 11:37:26.684000+01:00,182551,5000
10138,COMPLETE,O_ACCEPTED,2011-11-18 09:36:15,2011-11-06 11:37:26.684000+01:00,182551,5000
11169,COMPLETE,O_SELECTED,2011-11-07 19:57:45,2011-11-06 11:57:01.577000+01:00,182554,6000
11169,COMPLETE,O_CREATED,2011-11-07 19:57:47,2011-11-06 11:57:01.577000+01:00,182554,6000
11169,COMPLETE,O_SENT,2011-11-07 19:57:47,2011-11-06 11:57:01.577000+01:00,182554,6000
11181,COMPLETE,O_CANCELLED,2011-11-15 20:21:08,2011-11-06 11:57:01.577000+01:00,182554,6000
11181,COMPLETE,O_SELECTED,2011-11-07 20:40:16,2011-11-06 12:14:45.364000+01:00,182560,10000
11181,COMPLETE,O_CREATED,2011-11-07 20:40:17,2011-11-06 12:14:45.364000+01:00,182560,10000
11181,COMPLETE,O_SENT,2011-11-07 20:40:17,2011-11-06 12:14:45.364000+01:00,182560,10000
11181,COMPLETE,O_SELECTED,2011-11-07 20:44:01,2011-11-06 12:14:45.364000+01:00,182560,10000
11181,COMPLETE,O_CANCELLED,2011-11-07 20:44:01,2011-11-06 12:14:45.364000+01:00,182560,10000
11181,COMPLETE,O_CREATED,2011-11-07 20:44:02,2011-11-06 12:14:45.364000+01:00,182560,10000
11181,COMPLETE,O_SENT,2011-11-07 20:44:02,2011-11-06 12:14:45.364000+01:00,182560,10000
11180,COMPLETE,O_CANCELLED,2011-11-21 16:09:58,2011-11-06 12:14:45.364000+01:00,182560,10000
11180,COMPLETE,O_SELECTED,2011-11-21 16:09:58,2011-11-06 12:14:45.364000+01:00,182560,10000
11180,COMPLETE,O_CREATED,2011-11-21 16:09:59,2011-11-06 12:14:45.364000+01:00,182560,10000
11180,COMPLETE,O_SENT,2011-11-21 16:10:00,2011-11-06 12:14:45.364000+01:00,182560,10000
11049,COMPLETE,O_SENT_BACK,2011-11-28 09:38:05,2011-11-06 12:14:45.364000+01:00,182560,10000
10972,COMPLETE,O_ACCEPTED,2011-12-09 16:44:58,2011-11-06 12:14:45.364000+01:00,182560,10000
11202,COMPLETE,O_SELECTED,2011-11-07 12:30:59,2011-11-06 12:17:23.464000+01:00,182563,30000
11202,COMPLETE,O_CREATED,2011-11-07 12:31:01,2011-11-06 12:17:23.464000+01:00,182563,30000
11202,COMPLETE,O_SENT,2011-11-07 12:31:01,2011-11-06 12:17:23.464000+01:00,182563,30000
11029,COMPLETE,O_SENT_BACK,2011-11-16 09:42:12,2011-11-06 12:17:23.464000+01:00,182563,30000
10138,COMPLETE,O_ACCEPTED,2011-11-18 10:06:38,2011-11-06 12:17:23.464000+01:00,182563,30000
11202,COMPLETE,O_SELECTED,2011-11-07 12:56:09,2011-11-06 12:18:04.464000+01:00,182566,2000
11202,COMPLETE,O_CREATED,2011-11-07 12:56:10,2011-11-06 12:18:04.464000+01:00,182566,2000
11202,COMPLETE,O_SENT,2011-11-07 12:56:10,2011-11-06 12:18:04.464000+01:00,182566,2000
10861,COMPLETE,O_CANCELLED,2011-11-19 16:30:37,2011-11-06 12:18:04.464000+01:00,182566,2000
11200,COMPLETE,O_SELECTED,2011-11-07 13:08:31,2011-11-06 13:25:46.517000+01:00,182575,5000
11200,COMPLETE,O_CREATED,2011-11-07 13:08:32,2011-11-06 13:25:46.517000+01:00,182575,5000
11200,COMPLETE,O_SENT,2011-11-07 13:08:32,2011-11-06 13:25:46.517000+01:00,182575,5000
11029,COMPLETE,O_SENT_BACK,2011-11-16 10:00:12,2011-11-06 13:25:46.517000+01:00,182575,5000
10609,COMPLETE,O_ACCEPTED,2011-11-17 15:13:59,2011-11-06 13:25:46.517000+01:00,182575,5000
11200,COMPLETE,O_SELECTED,2011-11-07 18:41:50,2011-11-06 13:45:17.826000+01:00,182581,8000
11200,COMPLETE,O_CREATED,2011-11-07 18:41:51,2011-11-06 13:45:17.826000+01:00,182581,8000
11200,COMPLETE,O_SENT,2011-11-07 18:41:51,2011-11-06 13:45:17.826000+01:00,182581,8000
11200,COMPLETE,O_SELECTED,2011-11-07 18:42:49,2011-11-06 13:45:17.826000+01:00,182581,8000
11200,COMPLETE,O_CANCELLED,2011-11-07 18:42:49,2011-11-06 13:45:17.826000+01:00,182581,8000
11200,COMPLETE,O_CREATED,2011-11-07 18:42:50,2011-11-06 13:45:17.826000+01:00,182581,8000
11200,COMPLETE,O_SENT,2011-11-07 18:42:51,2011-11-06 13:45:17.826000+01:00,182581,8000
11029,COMPLETE,O_SENT_BACK,2011-11-14 10:09:06,2011-11-06 13:45:17.826000+01:00,182581,8000
10809,COMPLETE,O_CANCELLED,2011-11-16 11:43:57,2011-11-06 13:45:17.826000+01:00,182581,8000
10809,COMPLETE,O_SELECTED,2011-11-16 11:43:57,2011-11-06 13:45:17.826000+01:00,182581,8000
10809,COMPLETE,O_CREATED,2011-11-16 11:43:58,2011-11-06 13:45:17.826000+01:00,182581,8000
10809,COMPLETE,O_SENT,2011-11-16 11:43:58,2011-11-06 13:45:17.826000+01:00,182581,8000
10809,COMPLETE,O_ACCEPTED,2011-11-16 11:57:14,2011-11-06 13:45:17.826000+01:00,182581,8000
11002,COMPLETE,O_SELECTED,2011-11-07 20:03:32,2011-11-06 14:24:08.538000+01:00,182587,8600
11002,COMPLETE,O_CREATED,2011-11-07 20:03:33,2011-11-06 14:24:08.538000+01:00,182587,8600
11002,COMPLETE,O_SENT,2011-11-07 20:03:33,2011-11-06 14:24:08.538000+01:00,182587,8600
11259,COMPLETE,O_SENT_BACK,2011-11-22 10:55:47,2011-11-06 14:24:08.538000+01:00,182587,8600
10809,COMPLETE,O_ACCEPTED,2011-11-24 15:18:47,2011-11-06 14:24:08.538000+01:00,182587,8600
11181,COMPLETE,O_SELECTED,2011-11-07 19:08:54,2011-11-06 14:48:44.073000+01:00,182590,12000
11181,COMPLETE,O_CREATED,2011-11-07 19:08:55,2011-11-06 14:48:44.073000+01:00,182590,12000
11181,COMPLETE,O_SENT,2011-11-07 19:08:55,2011-11-06 14:48:44.073000+01:00,182590,12000
11181,COMPLETE,O_SELECTED,2011-11-07 19:10:48,2011-11-06 14:48:44.073000+01:00,182590,12000
11181,COMPLETE,O_CANCELLED,2011-11-07 19:10:48,2011-11-06 14:48:44.073000+01:00,182590,12000
11181,COMPLETE,O_CREATED,2011-11-07 19:10:49,2011-11-06 14:48:44.073000+01:00,182590,12000
11181,COMPLETE,O_SENT,2011-11-07 19:10:49,2011-11-06 14:48:44.073000+01:00,182590,12000
11181,COMPLETE,O_CANCELLED,2011-11-15 20:07:31,2011-11-06 14:48:44.073000+01:00,182590,12000
11200,COMPLETE,O_SELECTED,2011-11-07 14:08:51,2011-11-06 14:51:05.992000+01:00,182593,10000
11200,COMPLETE,O_CREATED,2011-11-07 14:08:52,2011-11-06 14:51:05.992000+01:00,182593,10000
11200,COMPLETE,O_SENT,2011-11-07 14:08:52,2011-11-06 14:51:05.992000+01:00,182593,10000
11049,COMPLETE,O_SENT_BACK,2011-11-11 11:09:22,2011-11-06 14:51:05.992000+01:00,182593,10000
10609,COMPLETE,O_ACCEPTED,2011-11-14 10:38:38,2011-11-06 14:51:05.992000+01:00,182593,10000
11202,COMPLETE,O_SELECTED,2011-11-11 12:33:36,2011-11-06 14:58:14.892000+01:00,182596,50000
11202,COMPLETE,O_CREATED,2011-11-11 12:33:38,2011-11-06 14:58:14.892000+01:00,182596,50000
11202,COMPLETE,O_SENT,2011-11-11 12:33:38,2011-11-06 14:58:14.892000+01:00,182596,50000
11202,COMPLETE,O_SELECTED,2011-11-11 12:39:35,2011-11-06 14:58:14.892000+01:00,182596,50000
11202,COMPLETE,O_CANCELLED,2011-11-11 12:39:35,2011-11-06 14:58:14.892000+01:00,182596,50000
11202,COMPLETE,O_CREATED,2011-11-11 12:39:36,2011-11-06 14:58:14.892000+01:00,182596,50000
11202,COMPLETE,O_SENT,2011-11-11 12:39:36,2011-11-06 14:58:14.892000+01:00,182596,50000
112,COMPLETE,O_CANCELLED,2011-12-12 09:15:25,2011-11-06 14:58:14.892000+01:00,182596,50000
11200,COMPLETE,O_SELECTED,2011-11-07 13:23:02,2011-11-06 15:05:45.169000+01:00,182602,20000
11200,COMPLETE,O_CREATED,2011-11-07 13:23:03,2011-11-06 15:05:45.169000+01:00,182602,20000
11200,COMPLETE,O_SENT,2011-11-07 13:23:03,2011-11-06 15:05:45.169000+01:00,182602,20000
11181,COMPLETE,O_CANCELLED,2011-11-22 20:20:18,2011-11-06 15:05:45.169000+01:00,182602,20000
11181,COMPLETE,O_SELECTED,2011-11-07 18:19:30,2011-11-06 16:11:48.711000+01:00,182608,5000
11181,COMPLETE,O_CREATED,2011-11-07 18:19:31,2011-11-06 16:11:48.711000+01:00,182608,5000
11181,COMPLETE,O_SENT,2011-11-07 18:19:31,2011-11-06 16:11:48.711000+01:00,182608,5000
112,COMPLETE,O_CANCELLED,2011-12-08 09:15:24,2011-11-06 16:11:48.711000+01:00,182608,5000
11189,COMPLETE,O_SELECTED,2011-11-08 12:13:41,2011-11-06 16:48:40.705000+01:00,182614,20000
11189,COMPLETE,O_CREATED,2011-11-08 12:13:43,2011-11-06 16:48:40.705000+01:00,182614,20000
11189,COMPLETE,O_SENT,2011-11-08 12:13:43,2011-11-06 16:48:40.705000+01:00,182614,20000
11259,COMPLETE,O_SENT_BACK,2011-11-11 11:58:42,2011-11-06 16:48:40.705000+01:00,182614,20000
10629,COMPLETE,O_DECLINED,2011-11-15 12:18:34,2011-11-06 16:48:40.705000+01:00,182614,20000
10880,COMPLETE,O_SELECTED,2011-11-08 11:01:31,2011-11-06 17:59:15.806000+01:00,182626,5000
10880,COMPLETE,O_CREATED,2011-11-08 11:01:32,2011-11-06 17:59:15.806000+01:00,182626,5000
10880,COMPLETE,O_SENT,2011-11-08 11:01:32,2011-11-06 17:59:15.806000+01:00,182626,5000
11259,COMPLETE,O_SENT_BACK,2011-11-15 13:33:15,2011-11-06 17:59:15.806000+01:00,182626,5000
10138,COMPLETE,O_ACCEPTED,2011-11-16 15:19:03,2011-11-06 17:59:15.806000+01:00,182626,5000
10889,COMPLETE,O_SELECTED,2011-11-08 21:00:39,2011-11-06 18:56:57.252000+01:00,182632,15000
10889,COMPLETE,O_CREATED,2011-11-08 21:00:40,2011-11-06 18:56:57.252000+01:00,182632,15000
10889,COMPLETE,O_SENT,2011-11-08 21:00:40,2011-11-06 18:56:57.252000+01:00,182632,15000
112,COMPLETE,O_CANCELLED,2011-12-09 09:15:34,2011-11-06 18:56:57.252000+01:00,182632,15000
11202,COMPLETE,O_SELECTED,2011-11-08 14:34:56,2011-11-06 19:40:54.050000+01:00,182641,10000
11202,COMPLETE,O_CREATED,2011-11-08 14:34:57,2011-11-06 19:40:54.050000+01:00,182641,10000
11202,COMPLETE,O_SENT,2011-11-08 14:34:57,2011-11-06 19:40:54.050000+01:00,182641,10000
11202,COMPLETE,O_CANCELLED,2011-11-08 14:45:51,2011-11-06 19:40:54.050000+01:00,182641,10000
11200,COMPLETE,O_SELECTED,2011-11-07 14:05:29,2011-11-06 20:13:51.532000+01:00,182653,5000
11200,COMPLETE,O_CREATED,2011-11-07 14:05:30,2011-11-06 20:13:51.532000+01:00,182653,5000
11200,COMPLETE,O_SENT,2011-11-07 14:05:30,2011-11-06 20:13:51.532000+01:00,182653,5000
11259,COMPLETE,O_SENT_BACK,2011-11-24 12:19:17,2011-11-06 20:13:51.532000+01:00,182653,5000
10138,COMPLETE,O_DECLINED,2011-11-28 15:28:43,2011-11-06 20:13:51.532000+01:00,182653,5000
11200,COMPLETE,O_SELECTED,2011-11-07 14:38:39,2011-11-06 20:47:56.258000+01:00,182665,15000
11200,COMPLETE,O_CREATED,2011-11-07 14:38:41,2011-11-06 20:47:56.258000+01:00,182665,15000
11200,COMPLETE,O_SENT,2011-11-07 14:38:41,2011-11-06 20:47:56.258000+01:00,182665,15000
11189,COMPLETE,O_CANCELLED,2011-11-15 16:21:32,2011-11-06 20:47:56.258000+01:00,182665,15000
11203,COMPLETE,O_SELECTED,2011-11-07 14:35:59,2011-11-06 21:11:00.830000+01:00,182668,37500
11203,COMPLETE,O_CREATED,2011-11-07 14:36:00,2011-11-06 21:11:00.830000+01:00,182668,37500
11203,COMPLETE,O_SENT,2011-11-07 14:36:00,2011-11-06 21:11:00.830000+01:00,182668,37500
10899,COMPLETE,O_SENT_BACK,2011-11-23 10:42:51,2011-11-06 21:11:00.830000+01:00,182668,37500
10138,COMPLETE,O_ACCEPTED,2011-11-25 12:34:25,2011-11-06 21:11:00.830000+01:00,182668,37500
11181,COMPLETE,O_SELECTED,2011-11-08 19:42:40,2011-11-06 22:48:13.631000+01:00,182674,9000
11181,COMPLETE,O_CREATED,2011-11-08 19:42:41,2011-11-06 22:48:13.631000+01:00,182674,9000
11181,COMPLETE,O_SENT,2011-11-08 19:42:41,2011-11-06 22:48:13.631000+01:00,182674,9000
11181,COMPLETE,O_SELECTED,2011-11-08 19:43:22,2011-11-06 22:48:13.631000+01:00,182674,9000
11181,COMPLETE,O_CANCELLED,2011-11-08 19:43:22,2011-11-06 22:48:13.631000+01:00,182674,9000
11181,COMPLETE,O_CREATED,2011-11-08 19:43:23,2011-11-06 22:48:13.631000+01:00,182674,9000
11181,COMPLETE,O_SENT,2011-11-08 19:43:23,2011-11-06 22:48:13.631000+01:00,182674,9000
11181,COMPLETE,O_SELECTED,2011-11-08 19:44:03,2011-11-06 22:48:13.631000+01:00,182674,9000
11181,COMPLETE,O_CANCELLED,2011-11-08 19:44:03,2011-11-06 22:48:13.631000+01:00,182674,9000
11181,COMPLETE,O_CREATED,2011-11-08 19:44:04,2011-11-06 22:48:13.631000+01:00,182674,9000
11181,COMPLETE,O_SENT,2011-11-08 19:44:04,2011-11-06 22:48:13.631000+01:00,182674,9000
11181,COMPLETE,O_SELECTED,2011-11-08 19:44:51,2011-11-06 22:48:13.631000+01:00,182674,9000
11181,COMPLETE,O_CANCELLED,2011-11-08 19:44:51,2011-11-06 22:48:13.631000+01:00,182674,9000
11181,COMPLETE,O_CREATED,2011-11-08 19:44:52,2011-11-06 22:48:13.631000+01:00,182674,9000
11181,COMPLETE,O_SENT,2011-11-08 19:44:52,2011-11-06 22:48:13.631000+01:00,182674,9000
10861,COMPLETE,O_CANCELLED,2011-11-24 19:56:20,2011-11-06 22:48:13.631000+01:00,182674,9000
10881,COMPLETE,O_SELECTED,2011-11-07 18:11:07,2011-11-07 00:34:43.425000+01:00,182680,25000
10881,COMPLETE,O_CREATED,2011-11-07 18:11:09,2011-11-07 00:34:43.425000+01:00,182680,25000
10881,COMPLETE,O_SENT,2011-11-07 18:11:09,2011-11-07 00:34:43.425000+01:00,182680,25000
11259,COMPLETE,O_SENT_BACK,2011-11-14 12:13:53,2011-11-07 00:34:43.425000+01:00,182680,25000
10809,COMPLETE,O_ACCEPTED,2011-11-16 14:29:28,2011-11-07 00:34:43.425000+01:00,182680,25000
11202,COMPLETE,O_SELECTED,2011-11-07 15:03:42,2011-11-07 04:07:10.905000+01:00,182689,26000
11202,COMPLETE,O_CREATED,2011-11-07 15:03:43,2011-11-07 04:07:10.905000+01:00,182689,26000
11202,COMPLETE,O_SENT,2011-11-07 15:03:43,2011-11-07 04:07:10.905000+01:00,182689,26000
10912,COMPLETE,O_SELECTED,2011-11-12 11:15:56,2011-11-07 04:07:10.905000+01:00,182689,26000
10912,COMPLETE,O_CANCELLED,2011-11-12 11:15:56,2011-11-07 04:07:10.905000+01:00,182689,26000
10912,COMPLETE,O_CREATED,2011-11-12 11:15:57,2011-11-07 04:07:10.905000+01:00,182689,26000
10912,COMPLETE,O_SENT,2011-11-12 11:15:57,2011-11-07 04:07:10.905000+01:00,182689,26000
11049,COMPLETE,O_SENT_BACK,2011-11-17 11:40:27,2011-11-07 04:07:10.905000+01:00,182689,26000
10972,COMPLETE,O_ACCEPTED,2011-11-17 14:21:56,2011-11-07 04:07:10.905000+01:00,182689,26000
11203,COMPLETE,O_SELECTED,2011-11-07 11:26:48,2011-11-07 08:44:30.304000+01:00,182699,10000
11203,COMPLETE,O_CREATED,2011-11-07 11:26:50,2011-11-07 08:44:30.304000+01:00,182699,10000
11203,COMPLETE,O_SENT,2011-11-07 11:26:50,2011-11-07 08:44:30.304000+01:00,182699,10000
112,COMPLETE,O_CANCELLED,2011-12-08 09:15:16,2011-11-07 08:44:30.304000+01:00,182699,10000
11169,COMPLETE,O_SELECTED,2011-11-08 11:02:21,2011-11-07 09:42:16.110000+01:00,182708,40000
11169,COMPLETE,O_CREATED,2011-11-08 11:02:22,2011-11-07 09:42:16.110000+01:00,182708,40000
11169,COMPLETE,O_SENT,2011-11-08 11:02:23,2011-11-07 09:42:16.110000+01:00,182708,40000
10863,COMPLETE,O_CANCELLED,2011-11-16 11:46:10,2011-11-07 09:42:16.110000+01:00,182708,40000
11202,COMPLETE,O_SELECTED,2011-11-07 10:03:19,2011-11-07 09:47:24.841000+01:00,182711,25000
11202,COMPLETE,O_CREATED,2011-11-07 10:03:20,2011-11-07 09:47:24.841000+01:00,182711,25000
11202,COMPLETE,O_SENT,2011-11-07 10:03:20,2011-11-07 09:47:24.841000+01:00,182711,25000
10913,COMPLETE,O_CANCELLED,2011-11-12 12:42:22,2011-11-07 09:47:24.841000+01:00,182711,25000
11169,COMPLETE,O_SELECTED,2011-11-07 20:06:05,2011-11-07 09:56:04.908000+01:00,182714,5000
11169,COMPLETE,O_CREATED,2011-11-07 20:06:07,2011-11-07 09:56:04.908000+01:00,182714,5000
11169,COMPLETE,O_SENT,2011-11-07 20:06:07,2011-11-07 09:56:04.908000+01:00,182714,5000
10939,COMPLETE,O_CANCELLED,2011-11-30 09:15:14,2011-11-07 09:56:04.908000+01:00,182714,5000
10939,COMPLETE,O_SELECTED,2011-11-30 09:15:14,2011-11-07 09:56:04.908000+01:00,182714,5000
10939,COMPLETE,O_CREATED,2011-11-30 09:15:18,2011-11-07 09:56:04.908000+01:00,182714,5000
10939,COMPLETE,O_SENT,2011-11-30 09:15:18,2011-11-07 09:56:04.908000+01:00,182714,5000
11180,COMPLETE,O_CANCELLED,2011-12-19 19:21:11,2011-11-07 09:56:04.908000+01:00,182714,5000
11169,COMPLETE,O_SELECTED,2011-11-07 18:44:45,2011-11-07 10:11:12.943000+01:00,182723,18000
11169,COMPLETE,O_CREATED,2011-11-07 18:44:46,2011-11-07 10:11:12.943000+01:00,182723,18000
11169,COMPLETE,O_SENT,2011-11-07 18:44:46,2011-11-07 10:11:12.943000+01:00,182723,18000
11120,COMPLETE,O_CANCELLED,2011-11-18 10:18:09,2011-11-07 10:11:12.943000+01:00,182723,18000
11120,COMPLETE,O_SELECTED,2011-11-18 10:18:09,2011-11-07 10:11:12.943000+01:00,182723,18000
11120,COMPLETE,O_CREATED,2011-11-18 10:18:10,2011-11-07 10:11:12.943000+01:00,182723,18000
11120,COMPLETE,O_SENT,2011-11-18 10:18:10,2011-11-07 10:11:12.943000+01:00,182723,18000
11259,COMPLETE,O_SENT_BACK,2011-11-23 11:12:39,2011-11-07 10:11:12.943000+01:00,182723,18000
10138,COMPLETE,O_ACCEPTED,2011-11-25 16:01:09,2011-11-07 10:11:12.943000+01:00,182723,18000
10861,COMPLETE,O_SELECTED,2011-11-09 10:42:38,2011-11-07 10:13:23.303000+01:00,182726,16500
10861,COMPLETE,O_CREATED,2011-11-09 10:42:40,2011-11-07 10:13:23.303000+01:00,182726,16500
10861,COMPLETE,O_SENT,2011-11-09 10:42:40,2011-11-07 10:13:23.303000+01:00,182726,16500
10861,COMPLETE,O_SELECTED,2011-11-09 10:44:22,2011-11-07 10:13:23.303000+01:00,182726,16500
10861,COMPLETE,O_CANCELLED,2011-11-09 10:44:22,2011-11-07 10:13:23.303000+01:00,182726,16500
10861,COMPLETE,O_CREATED,2011-11-09 10:44:23,2011-11-07 10:13:23.303000+01:00,182726,16500
10861,COMPLETE,O_SENT,2011-11-09 10:44:23,2011-11-07 10:13:23.303000+01:00,182726,16500
10789,COMPLETE,O_SENT_BACK,2011-11-25 12:22:38,2011-11-07 10:13:23.303000+01:00,182726,16500
10138,COMPLETE,O_CANCELLED,2011-12-05 09:14:28,2011-11-07 10:13:23.303000+01:00,182726,16500
10138,COMPLETE,O_SELECTED,2011-12-05 09:14:28,2011-11-07 10:13:23.303000+01:00,182726,16500
10138,COMPLETE,O_CREATED,2011-12-05 09:14:30,2011-11-07 10:13:23.303000+01:00,182726,16500
10138,COMPLETE,O_SENT,2011-12-05 09:14:30,2011-11-07 10:13:23.303000+01:00,182726,16500
10138,COMPLETE,O_ACCEPTED,2011-12-05 09:15:53,2011-11-07 10:13:23.303000+01:00,182726,16500
11181,COMPLETE,O_SELECTED,2011-11-07 17:46:41,2011-11-07 10:16:04.930000+01:00,182729,10000
11181,COMPLETE,O_CREATED,2011-11-07 17:46:42,2011-11-07 10:16:04.930000+01:00,182729,10000
11181,COMPLETE,O_SENT,2011-11-07 17:46:42,2011-11-07 10:16:04.930000+01:00,182729,10000
112,COMPLETE,O_CANCELLED,2011-12-08 09:15:21,2011-11-07 10:16:04.930000+01:00,182729,10000
11181,COMPLETE,O_SELECTED,2011-11-07 18:04:12,2011-11-07 10:36:19.856000+01:00,182735,30000
11181,COMPLETE,O_CREATED,2011-11-07 18:04:13,2011-11-07 10:36:19.856000+01:00,182735,30000
11181,COMPLETE,O_SENT,2011-11-07 18:04:13,2011-11-07 10:36:19.856000+01:00,182735,30000
11259,COMPLETE,O_SENT_BACK,2011-11-23 09:50:43,2011-11-07 10:36:19.856000+01:00,182735,30000
10138,COMPLETE,O_ACCEPTED,2011-11-28 12:36:17,2011-11-07 10:36:19.856000+01:00,182735,30000
10859,COMPLETE,O_SELECTED,2011-11-08 16:02:25,2011-11-07 10:40:31.358000+01:00,182738,6000
10859,COMPLETE,O_CREATED,2011-11-08 16:02:26,2011-11-07 10:40:31.358000+01:00,182738,6000
10859,COMPLETE,O_SENT,2011-11-08 16:02:26,2011-11-07 10:40:31.358000+01:00,182738,6000
11049,COMPLETE,O_SENT_BACK,2011-11-17 11:16:01,2011-11-07 10:40:31.358000+01:00,182738,6000
10809,COMPLETE,O_DECLINED,2011-11-21 16:43:41,2011-11-07 10:40:31.358000+01:00,182738,6000
11009,COMPLETE,O_SELECTED,2011-11-07 10:57:26,2011-11-07 10:47:19.019000+01:00,182741,20000
11009,COMPLETE,O_CREATED,2011-11-07 10:57:27,2011-11-07 10:47:19.019000+01:00,182741,20000
11009,COMPLETE,O_SENT,2011-11-07 10:57:28,2011-11-07 10:47:19.019000+01:00,182741,20000
11049,COMPLETE,O_SENT_BACK,2011-11-14 12:07:35,2011-11-07 10:47:19.019000+01:00,182741,20000
10972,COMPLETE,O_ACCEPTED,2011-11-15 17:07:55,2011-11-07 10:47:19.019000+01:00,182741,20000
11002,COMPLETE,O_SELECTED,2011-11-07 16:50:50,2011-11-07 10:52:31.173000+01:00,182747,11389
11002,COMPLETE,O_CREATED,2011-11-07 16:50:51,2011-11-07 10:52:31.173000+01:00,182747,11389
11002,COMPLETE,O_SENT,2011-11-07 16:50:51,2011-11-07 10:52:31.173000+01:00,182747,11389
10909,COMPLETE,O_CANCELLED,2011-11-18 20:47:11,2011-11-07 10:52:31.173000+01:00,182747,11389
11203,COMPLETE,O_SELECTED,2011-11-07 16:26:21,2011-11-07 11:45:12.625000+01:00,182756,23000
11203,COMPLETE,O_CREATED,2011-11-07 16:26:23,2011-11-07 11:45:12.625000+01:00,182756,23000
11203,COMPLETE,O_SENT,2011-11-07 16:26:23,2011-11-07 11:45:12.625000+01:00,182756,23000
10861,COMPLETE,O_CANCELLED,2011-11-19 16:46:40,2011-11-07 11:45:12.625000+01:00,182756,23000
10982,COMPLETE,O_SELECTED,2011-11-07 13:57:38,2011-11-07 13:18:10.340000+01:00,182771,39000
10982,COMPLETE,O_CREATED,2011-11-07 13:57:40,2011-11-07 13:18:10.340000+01:00,182771,39000
10982,COMPLETE,O_SENT,2011-11-07 13:57:40,2011-11-07 13:18:10.340000+01:00,182771,39000
10899,COMPLETE,O_SENT_BACK,2011-11-23 10:35:32,2011-11-07 13:18:10.340000+01:00,182771,39000
10972,COMPLETE,O_DECLINED,2011-11-25 18:19:57,2011-11-07 13:18:10.340000+01:00,182771,39000
10982,COMPLETE,O_SELECTED,2011-11-07 13:43:34,2011-11-07 13:20:28.973000+01:00,182774,9000
10982,COMPLETE,O_CREATED,2011-11-07 13:43:35,2011-11-07 13:20:28.973000+01:00,182774,9000
10982,COMPLETE,O_SENT,2011-11-07 13:43:35,2011-11-07 13:20:28.973000+01:00,182774,9000
10859,COMPLETE,O_CANCELLED,2011-11-08 16:17:14,2011-11-07 13:20:28.973000+01:00,182774,9000
11181,COMPLETE,O_SELECTED,2011-11-07 19:01:28,2011-11-07 13:29:27.752000+01:00,182777,10000
11181,COMPLETE,O_CREATED,2011-11-07 19:01:29,2011-11-07 13:29:27.752000+01:00,182777,10000
11181,COMPLETE,O_SENT,2011-11-07 19:01:29,2011-11-07 13:29:27.752000+01:00,182777,10000
11049,COMPLETE,O_SENT_BACK,2011-11-11 10:07:36,2011-11-07 13:29:27.752000+01:00,182777,10000
10609,COMPLETE,O_ACCEPTED,2011-11-14 12:39:14,2011-11-07 13:29:27.752000+01:00,182777,10000
10629,COMPLETE,O_SELECTED,2011-11-07 13:49:24,2011-11-07 13:34:24.462000+01:00,182780,5000
10629,COMPLETE,O_CREATED,2011-11-07 13:49:25,2011-11-07 13:34:24.462000+01:00,182780,5000
10629,COMPLETE,O_SENT,2011-11-07 13:49:25,2011-11-07 13:34:24.462000+01:00,182780,5000
