org:group,resource country,organization country,org:resource,organization involved,role,event,impact,product,lifecycle:transition,completeTime,case,oranization country
Org line G3,Sweden,us,Naga,G199 3rd,,Accepted,Medium,PROD98,In Progress,2010-07-06 20:36:46,1-384757914,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,Assigned,2010-07-06 20:42:20,1-384757914,
Org line G3,0,us,Renee,G199 3rd,,Accepted,Medium,PROD98,In Progress,2011-03-16 17:45:07,1-384757914,
Org line G3,0,us,Renee,G199 3rd,,Completed,Medium,PROD98,Closed,2011-03-16 17:45:08,1-384757914,
Org line G3,Sweden,us,Santhosh,G199 3rd,,Accepted,Medium,PROD98,In Progress,2011-04-07 13:41:01,1-384757914,
Org line A2,Sweden,us,Hannes,G21 2nd,A2_2,Queued,Medium,PROD98,Awaiting Assignment,2011-04-07 13:43:44,1-384757914,
Org line A2,Sweden,us,Y,G21 2nd,A2_2,Accepted,Medium,PROD98,Assigned,2011-04-08 12:08:24,1-384757914,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD98,Awaiting Assignment,2011-04-08 12:26:56,1-384757914,
Org line A2,Sweden,us,Santhosh,G21 2nd,A2_2,Accepted,Medium,PROD98,In Progress,2011-04-08 15:19:05,1-384757914,
Org line A2,USA,us,Carolyn,G21 2nd,A2_2,Accepted,Medium,PROD98,Assigned,2011-04-08 15:19:54,1-384757914,
Org line A2,POLAND,us,Ewa,G21 2nd,A2_2,Accepted,Medium,PROD98,In Progress,2012-02-04 10:31:58,1-384757914,
Org line A2,POLAND,us,Ewa,G21 2nd,A2_2,Completed,Medium,PROD98,Closed,2012-02-04 10:37:38,1-384757914,
Org line G4,Sweden,se,Joakim,S33 2nd,,Accepted,High,PROD374,In Progress,2010-07-08 04:50:41,1-385201933,
Org line G4,Sweden,se,Joakim,S33 2nd,,Queued,High,PROD374,Awaiting Assignment,2010-07-08 05:04:25,1-385201933,
Org line G4,Sweden,se,Mikael,S33 2nd,,Accepted,High,PROD374,Assigned,2010-07-09 15:06:01,1-385201933,
Org line G4,Sweden,se,Per,S33 2nd,,Accepted,High,PROD374,Assigned,2010-09-07 13:57:19,1-385201933,
Org line G4,Sweden,se,Per,S33 2nd,,Accepted,High,PROD374,In Progress,2010-09-23 10:26:35,1-385201933,
Org line G4,Sweden,se,Per,S33 2nd,,Accepted,High,PROD374,Wait,2010-12-05 13:27:07,1-385201933,
Org line G4,Sweden,se,Per,S33 2nd,,Completed,High,PROD374,Closed,2012-01-26 11:39:55,1-385201933,
Org line V2,Sweden,se,Pekka,T3 2nd,,Accepted,Low,PROD29,In Progress,2010-07-08 13:53:30,1-385278464,
Org line V2,Sweden,se,Pekka,T3 2nd,,Completed,Low,PROD29,Closed,2012-02-09 09:42:24,1-385278464,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,In Progress,2010-07-08 11:42:58,1-385311756,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD98,Awaiting Assignment,2010-07-08 11:48:38,1-385311756,
Org line G3,Sweden,us,Kannan,G199 3rd,,Accepted,Medium,PROD98,In Progress,2010-07-08 13:06:09,1-385311756,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,Assigned,2010-07-08 13:06:14,1-385311756,
Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD98,In Progress,2012-02-04 10:38:18,1-385311756,
Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD98,Closed,2012-02-04 10:40:10,1-385311756,
Org line A2,Sweden,se,Lena,G354 3rd,A2_3,Accepted,Medium,PROD729,In Progress,2010-07-15 10:35:37,1-386495623,
Org line A2,Sweden,se,Lena,G354 3rd,A2_3,Accepted,Medium,PROD729,Wait,2010-07-15 10:39:54,1-386495623,
Org line A2,Sweden,se,Lena,G354 3rd,A2_3,Completed,Medium,PROD729,Closed,2012-03-20 16:18:28,1-386495623,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-07-16 15:46:05,1-386782865,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2010-07-16 15:50:47,1-386782865,
Org line G3,Sweden,us,Kannan,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-07-20 15:46:26,1-386782865,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2010-07-20 15:46:31,1-386782865,
Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD97,In Progress,2012-01-30 13:58:35,1-386782865,
Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD97,In Progress,2012-01-30 14:36:28,1-386782865,
Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD97,Closed,2012-01-30 14:36:29,1-386782865,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-07-26 10:55:31,1-388028918,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2010-07-26 11:00:53,1-388028918,
Org line G3,Sweden,us,Naga,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-07-27 01:50:41,1-388028918,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2010-07-27 01:53:16,1-388028918,
Org line A2,Sweden,us,Hannes,G21 2nd,A2_2,Queued,Medium,PROD97,Awaiting Assignment,2011-04-12 16:00:23,1-388028918,
Org line A2,INDIA,us,Jayalakshmi,G21 2nd,A2_2,Accepted,Medium,PROD97,Assigned,2011-04-12 16:00:40,1-388028918,
Org line A2,INDIA,us,Jayalakshmi,G21 2nd,A2_2,Accepted,Medium,PROD97,Wait,2011-04-19 12:57:10,1-388028918,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2011-05-18 11:32:01,1-388028918,
Org line G3,Sweden,us,Padmanabha,G199 3rd,,Accepted,Medium,PROD97,In Progress,2011-05-18 12:27:24,1-388028918,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2011-05-18 12:27:30,1-388028918,
Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD97,In Progress,2012-01-30 14:39:11,1-388028918,
Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD97,Closed,2012-01-30 15:45:01,1-388028918,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-07-27 13:50:20,1-388230583,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2010-07-27 13:54:23,1-388230583,
Org line G3,Sweden,us,Kannan,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-07-27 14:08:22,1-388230583,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2010-07-27 14:08:30,1-388230583,
Org line A2,Sweden,us,Niklas,G21 2nd,A2_2,Queued,Medium,PROD97,Awaiting Assignment,2010-08-18 12:29:41,1-388230583,
Org line A2,INDIA,us,Manjunath,G21 2nd,A2_2,Accepted,Medium,PROD97,Assigned,2010-08-18 12:39:40,1-388230583,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2010-08-23 15:24:12,1-388230583,
Org line A2,Sweden,us,Kannan,G21 2nd,A2_2,Accepted,Medium,PROD97,In Progress,2010-08-23 16:12:32,1-388230583,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-08-23 16:13:39,1-388230583,
Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD97,In Progress,2012-01-31 09:04:00,1-388230583,
Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD97,Closed,2012-01-31 09:05:54,1-388230583,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,In Progress,2010-07-30 09:46:42,1-388644366,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD98,Awaiting Assignment,2010-07-30 09:50:43,1-388644366,
Org line G3,Sweden,us,Kannan,G199 3rd,,Accepted,Medium,PROD98,In Progress,2010-07-30 14:43:09,1-388644366,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,Assigned,2010-07-30 14:43:18,1-388644366,
Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD98,In Progress,2012-01-30 15:48:15,1-388644366,
Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD98,Closed,2012-01-30 15:48:48,1-388644366,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-07-30 13:19:33,1-388724672,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2010-07-30 13:35:28,1-388724672,
Org line G3,Sweden,us,Kannan,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-07-30 14:23:52,1-388724672,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2010-07-30 14:23:59,1-388724672,
Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD97,In Progress,2012-01-30 13:58:22,1-388724672,
Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD97,Closed,2012-01-30 14:29:56,1-388724672,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-08-03 11:23:32,1-389195082,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2010-08-03 11:33:47,1-389195082,
Org line G3,Sweden,us,Kannan,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-08-03 12:56:56,1-389195082,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2010-08-03 12:57:02,1-389195082,
Org line G3,Sweden,us,Kannan,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-08-11 15:01:08,1-389195082,
Org line G3,Sweden,us,Kannan,G199 3rd,,Accepted,Medium,PROD97,Wait,2010-09-20 14:43:53,1-389195082,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2010-09-20 14:44:35,1-389195082,
Org line A2,Sweden,us,Santhosh,G21 2nd,A2_2,Accepted,Medium,PROD97,In Progress,2010-09-29 19:42:02,1-389195082,
Org line A2,INDIA,us,Manjunath,G21 2nd,A2_2,Accepted,Medium,PROD97,Assigned,2010-09-29 19:43:46,1-389195082,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2010-10-05 14:06:25,1-389195082,
Org line G3,Sweden,us,Kannan,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-10-13 16:00:10,1-389195082,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2010-10-13 16:00:17,1-389195082,
Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD97,In Progress,2012-02-04 10:43:42,1-389195082,
Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD97,Closed,2012-02-04 10:46:56,1-389195082,
Org line C,Sweden,se,Åsa,G261 3rd,C_6,Accepted,Low,PROD424,In Progress,2010-08-09 17:20:59,1-390250582,
Org line C,Sweden,se,Åsa,G261 3rd,C_6,Queued,Low,PROD424,Awaiting Assignment,2010-08-09 17:21:46,1-390250582,
Org line C,USA,se,Stephen,N54 3rd,C_6,Accepted,Low,PROD424,In Progress,2010-08-09 17:21:55,1-390250582,
Org line C,USA,se,Stephen,N54 3rd,C_6,Accepted,Low,PROD424,Wait,2010-08-12 15:09:54,1-390250582,
Org line C,Sweden,se,Åsa,G261 3rd,C_6,Accepted,Low,PROD424,In Progress,2010-08-18 11:28:28,1-390250582,
Org line C,USA,se,Stephen,G261 3rd,C_6,Accepted,Low,PROD424,Assigned,2010-08-18 11:28:48,1-390250582,
Org line C,USA,se,Stephen,G261 3rd,C_6,Accepted,Low,PROD424,In Progress,2010-08-18 15:42:02,1-390250582,
Org line C,Sweden,se,Åsa,G261 3rd,C_6,Accepted,Low,PROD424,Assigned,2011-01-06 12:42:00,1-390250582,
Org line C,Sweden,se,Magnus,G261 3rd,C_6,Accepted,Low,PROD424,Assigned,2011-01-10 10:31:14,1-390250582,
Org line C,Sweden,se,Mica,G141 3rd,C_6,Accepted,Low,PROD424,In Progress,2011-09-14 12:04:06,1-390250582,
Org line C,Sweden,se,Mårten,G261 3rd,C_6,Accepted,Low,PROD424,Assigned,2011-10-18 14:16:24,1-390250582,
Org line C,Sweden,se,Mica,G261 3rd,C_6,Accepted,Low,PROD424,In Progress,2011-10-18 14:16:31,1-390250582,
Org line C,Sweden,se,Mica,G261 3rd,C_6,Completed,Low,PROD424,Closed,2012-01-18 09:45:44,1-390250582,
Org line G4,Sweden,se,Christer,S30 2nd,,Accepted,Low,PROD412,In Progress,2010-08-11 10:39:44,1-390722958,
Org line G4,Sweden,se,Christer,S30 2nd,,Accepted,Low,PROD412,Assigned,2012-01-16 14:43:19,1-390722958,
Org line G4,Sweden,se,Christer,S30 2nd,,Accepted,Low,PROD412,In Progress,2012-03-23 13:53:11,1-390722958,
Org line G4,Sweden,se,Christer,S30 2nd,,Completed,Low,PROD412,Closed,2012-03-23 13:54:08,1-390722958,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-08-11 14:41:13,1-390819078,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2010-08-11 14:49:10,1-390819078,
Org line G3,Sweden,us,Kannan,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-08-11 15:08:47,1-390819078,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2010-08-11 15:08:54,1-390819078,
Org line A2,Sweden,us,Hannes,G21 2nd,A2_2,Queued,Medium,PROD97,Awaiting Assignment,2011-04-12 15:50:34,1-390819078,
Org line A2,INDIA,us,Jayalakshmi,G21 2nd,A2_2,Accepted,Medium,PROD97,Assigned,2011-04-12 15:50:53,1-390819078,
Org line A2,INDIA,us,Jayalakshmi,G21 2nd,A2_2,Accepted,Medium,PROD97,Wait,2011-04-19 12:57:14,1-390819078,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2011-04-28 14:16:11,1-390819078,
Org line G3,Sweden,us,Padmanabha,G199 3rd,,Accepted,Medium,PROD97,In Progress,2011-04-28 17:43:47,1-390819078,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2011-04-28 17:43:54,1-390819078,
Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD97,In Progress,2012-01-31 09:36:21,1-390819078,
Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD97,Closed,2012-01-31 09:36:40,1-390819078,
Org line G4,Sweden,se,Tord,S28 2nd,,Accepted,Medium,PROD108,In Progress,2010-08-18 14:00:14,1-392590655,
Org line G4,Sweden,se,Tord,S28 2nd,,Completed,Medium,PROD108,Closed,2012-01-24 14:49:26,1-392590655,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,In Progress,2010-08-19 08:24:05,1-392812598,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD98,Awaiting Assignment,2010-08-19 08:27:30,1-392812598,
Org line G3,Sweden,us,Kannan,G199 3rd,,Accepted,Medium,PROD98,In Progress,2010-08-20 17:02:07,1-392812598,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,Assigned,2010-08-20 17:02:16,1-392812598,
Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD98,In Progress,2012-01-04 16:58:37,1-392812598,
Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD98,Closed,2012-01-04 16:59:08,1-392812598,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-08-20 16:36:29,1-393413330,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2010-08-20 16:39:43,1-393413330,
Org line G3,Sweden,us,Kannan,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-08-20 16:58:15,1-393413330,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2010-08-20 16:58:21,1-393413330,
Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD97,In Progress,2012-02-04 10:49:16,1-393413330,
Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD97,Closed,2012-02-04 10:50:25,1-393413330,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD96,In Progress,2010-08-30 15:35:45,1-396569277,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD96,Awaiting Assignment,2010-08-30 15:37:18,1-396569277,
Org line G3,Sweden,us,Kannan,G199 3rd,,Accepted,Medium,PROD96,In Progress,2010-08-30 15:45:02,1-396569277,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD96,Assigned,2010-08-30 15:45:11,1-396569277,
Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD96,In Progress,2012-02-04 10:47:07,1-396569277,
Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD96,Closed,2012-04-13 12:44:53,1-396569277,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,In Progress,2010-09-01 12:17:52,1-397446945,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD98,Awaiting Assignment,2010-09-01 12:22:26,1-397446945,
Org line G3,Sweden,us,Kannan,G199 3rd,,Accepted,Medium,PROD98,In Progress,2010-09-01 13:29:56,1-397446945,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,Assigned,2010-09-01 13:30:04,1-397446945,
Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD98,In Progress,2012-01-31 09:01:21,1-397446945,
Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD98,Closed,2012-01-31 09:02:46,1-397446945,
Org line G4,Sweden,se,Mikael,S33 2nd,,Accepted,High,PROD680,In Progress,2010-09-02 09:57:26,1-397806545,
Org line G4,Sweden,se,Mikael,S33 2nd,,Accepted,High,PROD680,Assigned,2010-09-02 10:16:56,1-397806545,
Org line G4,Sweden,se,Mikael,S33 2nd,,Accepted,High,PROD680,In Progress,2010-09-06 15:13:11,1-397806545,
Org line G4,Sweden,se,Mikael,S33 2nd,,Accepted,High,PROD680,Wait,2010-09-07 12:13:23,1-397806545,
Org line G4,Sweden,se,Mikael,S33 2nd,,Accepted,High,PROD680,In Progress,2011-01-19 23:05:00,1-397806545,
Org line G4,Sweden,se,Mikael,S33 2nd,,Accepted,High,PROD680,Wait,2011-03-10 09:18:34,1-397806545,
Org line G4,Sweden,se,Mikael,S33 2nd,,Completed,High,PROD680,Closed,2012-01-19 17:11:17,1-397806545,
Org line G4,Sweden,se,Ing-Marie,G51 2nd,,Queued,Medium,PROD821,Awaiting Assignment,2010-09-06 12:04:31,1-399013423,
Org line G4,Sweden,se,Suresh,G51 2nd,,Accepted,Medium,PROD821,In Progress,2012-01-26 14:01:35,1-399013423,
Org line G4,Sweden,se,Suresh,G51 2nd,,Completed,Medium,PROD821,Closed,2012-01-26 14:02:31,1-399013423,
Org line G4,Sweden,se,David,S29 2nd,,Accepted,Medium,PROD368,In Progress,2010-09-07 15:19:41,1-399628501,
Org line G4,Sweden,se,David,S29 2nd,,Accepted,Medium,PROD368,Assigned,2010-12-02 11:45:01,1-399628501,
Org line G4,Sweden,se,Fredrik,S29 2nd,,Accepted,Medium,PROD368,Assigned,2010-12-06 09:21:00,1-399628501,
Org line G4,Sweden,se,Fredrik,S29 2nd,,Accepted,Medium,PROD368,Wait,2010-12-13 10:23:46,1-399628501,
Org line A2,Sweden,se,Ingemar,S35 2nd,A2_3,Accepted,Medium,PROD368,Assigned,2011-06-27 12:21:07,1-399628501,
Org line A2,Sweden,se,Fredrik,S35 2nd,A2_3,Accepted,Medium,PROD368,Wait,2011-06-27 12:28:04,1-399628501,
Org line A2,Sweden,se,Stefan,S35 2nd,A2_3,Accepted,Medium,PROD368,Assigned,2012-01-12 13:36:48,1-399628501,
Org line A2,Sweden,se,Stefan,S35 2nd,A2_3,Accepted,Medium,PROD368,In Progress,2012-03-27 14:05:36,1-399628501,
Org line A2,Sweden,se,Stefan,S35 2nd,A2_3,Completed,Medium,PROD368,Closed,2012-03-27 14:05:37,1-399628501,
Org line C,Sweden,se,Per,G37 2nd,,Accepted,Low,PROD415,In Progress,2010-09-09 11:24:32,1-400351079,
Org line C,Sweden,se,Per,G37 2nd,,Accepted,Low,PROD415,In Progress,2010-09-16 15:11:58,1-400351079,
Org line C,Sweden,se,Per,G37 2nd,,Completed,Low,PROD415,Closed,2012-02-20 07:16:22,1-400351079,
Org line G4,Sweden,se,Helene,S30 2nd,,Accepted,Medium,PROD412,In Progress,2010-09-09 16:58:05,1-400528782,
Org line G4,Sweden,se,Helene,S30 2nd,,Completed,Medium,PROD412,Closed,2011-11-09 14:09:30,1-400528782,
Org line G4,Sweden,se,Helene,S30 2nd,,Accepted,Medium,PROD412,In Progress,2011-11-09 14:49:03,1-400528782,
Org line G4,Sweden,se,Gustav,S30 2nd,,Accepted,Medium,PROD412,In Progress,2012-02-21 15:22:07,1-400528782,
Org line G4,Sweden,se,Gustav,S30 2nd,,Completed,Medium,PROD412,Closed,2012-02-21 15:22:08,1-400528782,
Org line G4,Sweden,se,Helene,S30 2nd,,Accepted,Medium,PROD412,In Progress,2010-09-16 10:24:07,1-402212071,
Org line G4,Sweden,se,Helene,S30 2nd,,Accepted,Medium,PROD412,Wait,2010-12-29 11:21:28,1-402212071,
Org line G4,Sweden,se,Helene,S30 2nd,,Completed,Medium,PROD412,Closed,2012-01-16 14:49:15,1-402212071,
Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Accepted,Low,PROD753,In Progress,2010-09-16 16:39:32,1-402328919,
Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Completed,Low,PROD753,Closed,2012-05-29 10:32:02,1-402328919,
Org line C,Sweden,se,Åsa,G141 3rd,C_6,Accepted,Medium,PROD660,In Progress,2010-09-17 14:45:48,1-402612770,
Org line C,Sweden,se,Åsa,G141 3rd,C_6,Queued,Medium,PROD660,Awaiting Assignment,2010-09-17 14:55:43,1-402612770,
Org line C,Sweden,se,Jakob,G141 3rd,C_6,Accepted,Medium,PROD660,In Progress,2010-09-18 18:06:57,1-402612770,
Org line C,Sweden,se,Åsa,G141 3rd,C_6,Accepted,Medium,PROD660,Assigned,2010-09-20 21:02:20,1-402612770,
Org line C,Sweden,se,Mattias,G141 3rd,C_6,Accepted,Medium,PROD660,Assigned,2010-09-21 11:31:31,1-402612770,
Org line C,Sweden,se,Jonny,G141 3rd,C_6,Accepted,Medium,PROD660,In Progress,2011-10-03 09:16:32,1-402612770,
Org line C,Sweden,se,Erik,G141 3rd,C_6,Accepted,Medium,PROD660,Assigned,2011-11-09 13:25:48,1-402612770,
Org line C,Sweden,se,Erik,G141 3rd,C_6,Accepted,Medium,PROD660,In Progress,2011-11-17 09:06:16,1-402612770,
Org line C,Sweden,se,Erik,G141 3rd,C_6,Accepted,Medium,PROD660,Wait,2011-11-17 10:50:49,1-402612770,
Org line C,Sweden,se,Erik,G141 3rd,C_6,Completed,Medium,PROD660,Closed,2012-01-24 15:24:33,1-402612770,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,In Progress,2010-09-20 14:15:00,1-403006315,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD98,Awaiting Assignment,2010-09-20 14:24:14,1-403006315,
Org line G3,Sweden,us,Kannan,G199 3rd,,Accepted,Medium,PROD98,In Progress,2010-09-20 14:42:52,1-403006315,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,Assigned,2010-09-20 14:42:58,1-403006315,
Org line A2,Sweden,us,Kannan,G21 2nd,A2_2,Accepted,Medium,PROD98,In Progress,2010-09-23 20:38:14,1-403006315,
Org line A2,Sweden,us,Y,G21 2nd,A2_2,Accepted,Medium,PROD98,Assigned,2010-09-23 20:38:22,1-403006315,
Org line A2,Sweden,us,Y,G21 2nd,A2_2,Accepted,Medium,PROD98,Wait,2010-09-24 09:53:49,1-403006315,
Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD98,Awaiting Assignment,2010-09-24 10:50:48,1-403006315,
Org line G3,Sweden,us,Kannan,G199 3rd,,Accepted,Medium,PROD98,In Progress,2010-09-24 18:28:46,1-403006315,
Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,Assigned,2010-09-24 18:28:56,1-403006315,
Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD98,In Progress,2012-01-31 09:54:38,1-403006315,
Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD98,Closed,2012-01-31 09:59:04,1-403006315,
Org line G4,Sweden,se,Per,S33 2nd,,Accepted,Low,PROD304,In Progress,2010-09-23 16:32:09,1-404005175,
Org line G4,Sweden,se,Per,S33 2nd,,Accepted,Low,PROD304,Wait,2010-12-05 13:28:02,1-404005175,
Org line G4,Sweden,se,Per,S33 2nd,,Completed,Low,PROD304,Closed,2012-01-26 12:06:11,1-404005175,
Org line G4,Sweden,se,Per,S33 2nd,,Accepted,Low,PROD374,In Progress,2010-09-23 19:58:12,1-404084309,
Org line G4,Sweden,se,Per,S33 2nd,,Accepted,Low,PROD374,Wait,2011-01-14 14:54:47,1-404084309,
Org line G4,Sweden,se,Per,S33 2nd,,Accepted,Low,PROD374,Wait,2012-02-29 15:32:37,1-404084309,
Org line G4,Sweden,se,Per,S33 2nd,,Completed,Low,PROD374,Closed,2012-02-29 15:32:38,1-404084309,
Org line B,France,in,Lionel,G230 2nd,E_10,Accepted,Medium,PROD424,In Progress,2010-09-27 14:55:41,1-404736991,
Org line B,France,in,Lionel,G230 2nd,E_10,Queued,Medium,PROD424,Awaiting Assignment,2010-09-27 18:32:05,1-404736991,
Org line B,France,in,Nicolas,G230 2nd,E_10,Accepted,Medium,PROD424,In Progress,2010-09-29 09:53:12,1-404736991,
Org line C,Sweden,in,Åsa,G261 3rd,C_6,Queued,Medium,PROD424,Awaiting Assignment,2010-09-29 09:55:31,1-404736991,
Org line C,Sweden,in,Anders,G261 3rd,C_6,Accepted,Medium,PROD424,In Progress,2010-10-22 16:31:35,1-404736991,
Org line C,Sweden,in,Patrik,G195,E_1,Queued,Medium,PROD424,Awaiting Assignment,2010-10-28 13:47:41,1-404736991,
Org line C,Sweden,in,Gunilla,G195,E_1,Accepted,Medium,PROD424,In Progress,2010-11-12 12:33:36,1-404736991,
Org line B,France,in,Lionel,G230 2nd,E_10,Queued,Medium,PROD424,Awaiting Assignment,2010-11-12 12:52:43,1-404736991,
Org line B,INDIA,in,Rijin,G230 2nd,E_10,Accepted,Medium,PROD424,In Progress,2010-11-16 11:09:29,1-404736991,
Org line B,INDIA,in,Rijin,G230 2nd,E_10,Accepted,Medium,PROD424,In Progress,2010-11-16 11:22:09,1-404736991,
Org line B,INDIA,in,Rijin,G230 2nd,E_10,Accepted,Medium,PROD424,Wait,2010-11-19 17:26:11,1-404736991,
